Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,State,County,month,day
12:35 PM,65 F,52 F,63 %,SW,13 mph,21 mph,29.85 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
12:55 PM,66 F,52 F,61 %,SW,12 mph,26 mph,29.85 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
1:15 PM,66 F,52 F,60 %,SSW,16 mph,25 mph,29.84 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
1:35 PM,65 F,54 F,68 %,SW,14 mph,22 mph,29.82 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
1:55 PM,62 F,56 F,82 %,SSW,8 mph,0 mph,29.81 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
2:15 PM,62 F,57 F,85 %,S,9 mph,0 mph,29.79 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
2:35 PM,62 F,58 F,86 %,SSW,9 mph,0 mph,29.78 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
2:55 PM,62 F,56 F,81 %,S,10 mph,16 mph,29.76 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
3:15 PM,64 F,55 F,73 %,SSW,16 mph,23 mph,29.76 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
3:35 PM,64 F,52 F,63 %,SSW,17 mph,25 mph,29.75 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
3:55 PM,65 F,52 F,64 %,SSW,13 mph,24 mph,29.75 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
4:15 PM,65 F,53 F,67 %,SSW,15 mph,24 mph,29.74 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
4:35 PM,66 F,54 F,65 %,SSW,22 mph,26 mph,29.72 in,0.0 in,Cloudy / Windy,North Carolina,Mecklenburg,3,10
4:55 PM,66 F,54 F,65 %,SSW,16 mph,25 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
5:15 PM,66 F,54 F,65 %,SSW,18 mph,30 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
5:35 PM,66 F,54 F,65 %,SW,17 mph,23 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
5:55 PM,66 F,53 F,65 %,SSW,16 mph,22 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
6:15 PM,65 F,53 F,66 %,SSW,14 mph,21 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
6:35 PM,65 F,53 F,67 %,SSW,10 mph,17 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
6:55 PM,64 F,53 F,69 %,SSW,13 mph,17 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
7:15 PM,63 F,53 F,71 %,SSW,9 mph,0 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
7:35 PM,63 F,53 F,71 %,SSW,7 mph,0 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
7:55 PM,61 F,53 F,76 %,S,8 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,10
8:15 PM,60 F,53 F,78 %,SSW,7 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,10
8:35 PM,60 F,53 F,79 %,S,8 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,10
8:55 PM,59 F,53 F,81 %,S,8 mph,0 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
9:15 PM,59 F,54 F,81 %,SSW,7 mph,0 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
9:35 PM,60 F,54 F,80 %,SSW,7 mph,0 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
9:55 PM,59 F,53 F,81 %,SSW,7 mph,0 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,10
10:15 PM,59 F,53 F,80 %,SSW,6 mph,0 mph,29.72 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,10
10:35 PM,59 F,53 F,80 %,SSW,6 mph,0 mph,29.72 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,10
10:55 PM,58 F,52 F,81 %,SSW,6 mph,0 mph,29.72 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,10
11:15 PM,58 F,52 F,80 %,SSW,5 mph,0 mph,29.72 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,10
11:35 PM,58 F,52 F,80 %,SSW,7 mph,0 mph,29.72 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,10
11:55 PM,58 F,53 F,81 %,SSW,6 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,10
12:15 AM,60 F,52 F,77 %,SW,6 mph,0 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
12:35 AM,59 F,52 F,78 %,SW,7 mph,0 mph,29.72 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
12:55 AM,59 F,52 F,78 %,SW,6 mph,0 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
1:15 AM,58 F,52 F,81 %,SSW,5 mph,0 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
1:35 AM,58 F,52 F,81 %,SSW,6 mph,0 mph,29.70 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
1:55 AM,58 F,52 F,80 %,SW,6 mph,0 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
2:15 AM,59 F,52 F,77 %,SW,3 mph,0 mph,29.70 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
2:35 AM,58 F,52 F,82 %,SW,3 mph,0 mph,29.70 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
2:55 AM,58 F,52 F,81 %,SW,3 mph,0 mph,29.70 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
3:15 AM,56 F,52 F,85 %,CALM,0 mph,0 mph,29.69 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
3:35 AM,56 F,52 F,85 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
3:55 AM,54 F,52 F,91 %,SW,5 mph,0 mph,29.68 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
4:15 AM,55 F,51 F,89 %,SW,5 mph,0 mph,29.68 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
4:35 AM,54 F,51 F,90 %,SW,3 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
4:55 AM,54 F,51 F,90 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
5:15 AM,54 F,51 F,90 %,SW,3 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
5:35 AM,53 F,51 F,93 %,SW,5 mph,0 mph,29.69 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
5:55 AM,54 F,51 F,91 %,WSW,5 mph,0 mph,29.69 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
6:15 AM,54 F,51 F,89 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
6:35 AM,54 F,51 F,89 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
6:55 AM,53 F,50 F,92 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
7:15 AM,51 F,49 F,93 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
7:35 AM,49 F,47 F,93 %,SW,5 mph,0 mph,29.69 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
7:55 AM,51 F,49 F,93 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
8:15 AM,52 F,50 F,94 %,CALM,0 mph,0 mph,29.69 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
8:35 AM,53 F,51 F,92 %,NNE,5 mph,0 mph,29.70 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
8:55 AM,55 F,52 F,89 %,CALM,0 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
9:15 AM,57 F,52 F,83 %,N,6 mph,0 mph,29.71 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
9:35 AM,58 F,52 F,82 %,N,5 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
9:55 AM,58 F,52 F,81 %,CALM,0 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
10:15 AM,59 F,53 F,79 %,NNE,3 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
10:35 AM,59 F,53 F,78 %,NNE,3 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
12:15 PM,63 F,53 F,71 %,ESE,3 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
12:35 PM,64 F,53 F,68 %,ESE,3 mph,0 mph,29.64 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
12:55 PM,64 F,53 F,66 %,SSE,7 mph,0 mph,29.64 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
1:15 PM,66 F,53 F,62 %,S,8 mph,16 mph,29.62 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
1:35 PM,67 F,53 F,59 %,SSW,8 mph,0 mph,29.61 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
1:55 PM,67 F,53 F,59 %,SW,6 mph,0 mph,29.61 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
2:15 PM,68 F,53 F,58 %,SSW,8 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
2:35 PM,67 F,51 F,56 %,SSW,3 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
2:55 PM,70 F,49 F,47 %,W,7 mph,0 mph,29.59 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
3:15 PM,71 F,48 F,43 %,S,6 mph,0 mph,29.58 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
3:35 PM,71 F,48 F,45 %,S,10 mph,17 mph,29.58 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
3:55 PM,70 F,48 F,45 %,SSW,3 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
4:15 PM,71 F,48 F,44 %,S,8 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
4:35 PM,71 F,48 F,44 %,SW,7 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
4:55 PM,71 F,48 F,44 %,SW,8 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,11
5:15 PM,71 F,48 F,44 %,S,5 mph,0 mph,29.56 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,11
5:35 PM,71 F,47 F,41 %,SW,7 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
5:55 PM,71 F,47 F,42 %,SSW,6 mph,0 mph,29.55 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
6:15 PM,70 F,49 F,47 %,S,3 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,11
6:35 PM,69 F,50 F,51 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
6:55 PM,67 F,51 F,56 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
7:15 PM,65 F,52 F,62 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
7:35 PM,62 F,53 F,71 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
7:55 PM,63 F,53 F,70 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
8:15 PM,62 F,53 F,73 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
8:35 PM,61 F,54 F,76 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
8:55 PM,61 F,54 F,78 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
9:15 PM,61 F,53 F,77 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
9:35 PM,59 F,53 F,81 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
9:55 PM,59 F,53 F,81 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
10:15 PM,58 F,53 F,85 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
10:35 PM,57 F,54 F,89 %,ENE,3 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
10:55 PM,58 F,54 F,84 %,CALM,0 mph,0 mph,29.58 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
11:15 PM,59 F,54 F,84 %,CALM,0 mph,0 mph,29.58 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
11:35 PM,58 F,54 F,87 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
11:55 PM,57 F,54 F,89 %,CALM,0 mph,0 mph,29.58 in,0.0 in,Fair,North Carolina,Mecklenburg,3,11
12:15 AM,57 F,54 F,91 %,E,3 mph,0 mph,29.57 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
12:35 AM,56 F,54 F,93 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
12:55 AM,55 F,54 F,94 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
1:15 AM,55 F,52 F,92 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
1:35 AM,53 F,51 F,94 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
1:55 AM,53 F,51 F,93 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
2:15 AM,51 F,49 F,92 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
2:35 AM,51 F,49 F,94 %,N,7 mph,0 mph,29.58 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
2:55 AM,51 F,49 F,94 %,N,7 mph,0 mph,29.58 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
3:15 AM,50 F,48 F,93 %,N,3 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
3:35 AM,49 F,47 F,93 %,N,5 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
3:55 AM,48 F,46 F,93 %,NNE,5 mph,0 mph,29.56 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
4:15 AM,47 F,46 F,93 %,NNE,3 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
4:35 AM,47 F,45 F,93 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
4:55 AM,46 F,45 F,93 %,N,5 mph,0 mph,29.56 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
5:15 AM,47 F,45 F,93 %,NNE,3 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
5:35 AM,47 F,45 F,93 %,NNE,5 mph,0 mph,29.58 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
5:55 AM,47 F,45 F,93 %,N,6 mph,0 mph,29.59 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
6:15 AM,47 F,45 F,93 %,N,6 mph,0 mph,29.59 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
6:35 AM,47 F,45 F,93 %,N,6 mph,0 mph,29.60 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
6:55 AM,47 F,45 F,93 %,NNE,5 mph,0 mph,29.61 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
7:15 AM,47 F,45 F,93 %,N,7 mph,0 mph,29.62 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
7:35 AM,47 F,45 F,93 %,N,6 mph,0 mph,29.61 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
7:55 AM,47 F,46 F,93 %,NNE,5 mph,0 mph,29.61 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
8:15 AM,47 F,46 F,93 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
8:35 AM,47 F,46 F,93 %,NE,3 mph,0 mph,29.62 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
8:55 AM,48 F,46 F,93 %,NE,3 mph,0 mph,29.63 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
9:15 AM,48 F,46 F,93 %,CALM,0 mph,0 mph,29.63 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
9:35 AM,49 F,47 F,93 %,NE,3 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
9:55 AM,49 F,47 F,93 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
10:15 AM,50 F,48 F,93 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
10:35 AM,50 F,48 F,93 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
10:55 AM,51 F,49 F,94 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
11:15 AM,52 F,50 F,94 %,N,5 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
11:35 AM,53 F,51 F,94 %,NNW,3 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
11:55 AM,54 F,52 F,91 %,NE,3 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
12:15 PM,55 F,51 F,87 %,CALM,0 mph,0 mph,29.63 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
12:35 PM,56 F,52 F,84 %,CALM,0 mph,0 mph,29.63 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
12:55 PM,56 F,52 F,85 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
1:15 PM,57 F,52 F,84 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
1:35 PM,58 F,52 F,82 %,CALM,0 mph,0 mph,29.63 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
1:55 PM,58 F,53 F,82 %,CALM,0 mph,0 mph,29.62 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
2:15 PM,59 F,54 F,82 %,CALM,0 mph,0 mph,29.61 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
2:35 PM,59 F,53 F,81 %,CALM,0 mph,0 mph,29.60 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
2:55 PM,60 F,54 F,80 %,CALM,0 mph,0 mph,29.60 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
3:15 PM,60 F,54 F,79 %,CALM,0 mph,0 mph,29.60 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
3:35 PM,61 F,54 F,77 %,ESE,3 mph,0 mph,29.59 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
3:55 PM,61 F,54 F,78 %,E,3 mph,0 mph,29.59 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
4:15 PM,61 F,54 F,77 %,CALM,0 mph,0 mph,29.59 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
4:35 PM,61 F,54 F,77 %,CALM,0 mph,0 mph,29.59 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
4:55 PM,61 F,54 F,76 %,E,3 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
5:15 PM,63 F,54 F,73 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
5:35 PM,63 F,54 F,73 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
5:55 PM,63 F,54 F,73 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
6:15 PM,63 F,55 F,74 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
6:35 PM,62 F,55 F,79 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
6:55 PM,60 F,55 F,83 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
7:15 PM,57 F,54 F,88 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
7:35 PM,56 F,54 F,93 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,12
7:55 PM,55 F,53 F,93 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
8:15 PM,53 F,51 F,93 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
8:35 PM,55 F,53 F,92 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
8:55 PM,54 F,52 F,93 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
9:15 PM,54 F,52 F,93 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
9:35 PM,52 F,50 F,93 %,CALM,0 mph,0 mph,29.54 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
9:55 PM,54 F,52 F,94 %,CALM,0 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
10:15 PM,54 F,52 F,93 %,CALM,0 mph,0 mph,29.54 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
10:35 PM,55 F,54 F,94 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,North Carolina,Mecklenburg,3,12
10:55 PM,56 F,54 F,93 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
11:15 PM,56 F,53 F,92 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,12
11:35 PM,55 F,53 F,93 %,CALM,0 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
11:55 PM,56 F,54 F,92 %,CALM,0 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,12
12:15 AM,54 F,52 F,93 %,CALM,0 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,13
12:35 AM,55 F,53 F,93 %,SSE,3 mph,0 mph,29.52 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
12:55 AM,57 F,55 F,92 %,SSE,6 mph,0 mph,29.51 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
1:15 AM,58 F,55 F,90 %,S,7 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,13
1:35 AM,58 F,55 F,90 %,S,8 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,13
1:55 AM,59 F,56 F,90 %,S,8 mph,0 mph,29.50 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
2:15 AM,60 F,56 F,86 %,S,8 mph,0 mph,29.50 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
2:35 AM,61 F,57 F,85 %,S,7 mph,0 mph,29.49 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
2:55 AM,62 F,57 F,85 %,S,9 mph,0 mph,29.49 in,0.0 in,Partly Cloudy,North Carolina,Mecklenburg,3,13
3:15 AM,62 F,58 F,86 %,S,10 mph,0 mph,29.49 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,13
3:35 AM,62 F,58 F,87 %,S,9 mph,0 mph,29.49 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,13
3:55 AM,62 F,59 F,90 %,S,9 mph,16 mph,29.49 in,0.0 in,Mostly Cloudy,North Carolina,Mecklenburg,3,13
4:15 AM,61 F,59 F,93 %,S,8 mph,0 mph,29.49 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
4:35 AM,61 F,59 F,94 %,S,9 mph,0 mph,29.48 in,0.1 in,Cloudy,North Carolina,Mecklenburg,3,13
4:55 AM,61 F,59 F,93 %,S,9 mph,0 mph,29.48 in,0.1 in,Cloudy,North Carolina,Mecklenburg,3,13
5:15 AM,61 F,59 F,93 %,S,10 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
5:35 AM,61 F,59 F,93 %,S,10 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
5:55 AM,61 F,59 F,93 %,S,10 mph,0 mph,29.48 in,0.1 in,Cloudy,North Carolina,Mecklenburg,3,13
6:15 AM,61 F,59 F,93 %,S,10 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
6:35 AM,62 F,60 F,93 %,S,7 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
6:55 AM,62 F,60 F,94 %,S,9 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
7:15 AM,62 F,60 F,93 %,SSW,10 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
7:35 AM,61 F,59 F,93 %,SSW,9 mph,0 mph,29.48 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
7:55 AM,61 F,59 F,93 %,SSW,7 mph,0 mph,29.49 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
8:15 AM,62 F,60 F,93 %,SSW,9 mph,0 mph,29.50 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
8:35 AM,62 F,60 F,93 %,SSW,9 mph,0 mph,29.51 in,0.0 in,Cloudy,North Carolina,Mecklenburg,3,13
